Time,M024X,M024Y,M024Z,M025X,M025Y,M025Z,M026X,M026Y,M026Z,M027X,M027Y,M027Z,M028X,M028Y,M028Z,M029X,M029Y,M029Z,M030X,M030Y,M030Z
0,142.202,-58.1936,1115.13,147.969,-50.508,943.036,126.867,-49.4816,434.27,125.882,-155.962,32.43,88.6954,-194.979,-8.81034,172.933,-47.2504,-24.9807,134.812,48.1641,-22.9
0.00833,142.173,-57.4372,1114.97,148.448,-49.7357,942.979,126.922,-48.7931,434.127,125.658,-155.84,32.4935,88.6581,-195.014,-8.84443,172.865,-47.2437,-24.8694,134.822,48.2234,-22.8347
0.01666,142.174,-56.5697,1114.86,147.676,-50.5581,942.853,126.831,-48.0703,434.066,125.289,-155.474,32.3505,88.6579,-195.055,-8.83996,172.86,-47.2799,-24.9185,134.783,48.126,-22.9202
0.025,142.113,-55.7477,1114.64,147.507,-50.5627,942.717,126.801,-47.4238,433.925,125.466,-155.658,32.5238,88.6596,-195.018,-8.85814,172.816,-47.3471,-24.9606,134.803,48.1328,-22.894
0.03333,142.197,-54.813,1114.41,147.354,-50.7113,942.628,126.788,-46.639,433.841,125.465,-155.638,32.6424,88.6209,-194.984,-8.80384,172.821,-47.343,-25.0169,134.786,48.1257,-22.8948
0.04166,142.124,-53.9605,1114.09,147.263,-50.7788,942.467,126.697,-45.951,433.678,125.43,-155.641,32.6162,88.6143,-195.016,-8.85838,172.807,-47.3744,-24.9134,134.9,48.1982,-22.7864
0.05,142.056,-53.0502,1113.7,147.075,-50.9735,942.296,126.603,-45.1956,433.504,125.329,-155.587,32.6211,88.5873,-194.978,-8.78096,172.837,-47.3943,-24.9286,134.91,48.0986,-22.8996
0.05833,142.102,-52.1457,1113.29,146.74,-51.3807,942.126,126.596,-44.2683,433.374,125.237,-155.49,32.6984,88.5398,-194.959,-8.8042,172.776,-47.3834,-24.8343,134.898,48.1369,-22.8052
0.06666,142.226,-51.2353,1112.77,146.504,-51.704,941.892,126.491,-43.2945,433.182,125.156,-155.392,32.7107,88.5171,-194.915,-8.71915,172.761,-47.3983,-24.9277,134.88,48.1052,-22.9208
0.075,142.231,-50.3641,1112.22,146.231,-52.4124,941.473,126.164,-42.5163,432.823,125.824,-154.883,33.1691,88.4419,-194.887,-8.73697,172.681,-47.3551,-24.8396,134.909,48.2729,-22.7571
0.08333,142.368,-49.508,1111.59,145.866,-52.771,941.331,126.608,-40.9057,432.829,124.925,-155.143,32.8751,88.3859,-194.874,-8.70597,172.655,-47.3663,-24.8958,134.884,48.1943,-22.8454
0.09166,142.441,-48.7001,1110.84,145.386,-53.4398,940.99,127.155,-38.997,432.399,124.034,-155.305,33.0356,88.3173,-194.845,-8.64559,172.638,-47.406,-24.8305,134.903,48.1233,-22.906
0.1,142.537,-47.9413,1110.03,144.967,-54.447,940.519,126.692,-37.583,432.149,124.367,-155.043,33.0248,88.3268,-194.808,-8.44204,172.581,-47.4256,-24.821,134.948,48.0864,-22.9131
0.10833,142.662,-47.2371,1109.09,144.368,-55.6077,940.083,126.027,-35.5138,431.748,124.331,-155.117,33.0032,87.9929,-194.854,-8.55863,172.597,-47.5403,-24.7646,134.984,48.1074,-22.8171
0.11666,142.772,-46.5942,1108.03,143.856,-57.1462,939.35,126.825,-32.8755,431.035,124.04,-154.794,33.291,87.9784,-194.588,-8.32641,172.558,-47.6082,-24.8812,135.005,48.085,-22.9563
0.125,142.958,-46.0626,1106.86,143.127,-59.0879,938.555,127.917,-29.6444,430.589,123.702,-154.494,33.6521,87.9306,-194.422,-8.22532,172.49,-47.5557,-24.7095,134.996,48.2134,-22.8357
0.13333,143.092,-45.5939,1105.42,142.589,-61.1457,937.606,127.435,-26.024,429.544,123.292,-154.036,33.8892,87.5347,-194.205,-7.8131,172.348,-47.4668,-24.5988,134.914,48.3019,-22.9393
0.14166,143.306,-45.1918,1103.66,141.918,-63.4798,936.387,127.723,-22.0059,428.622,123.063,-153.628,34.1209,87.2735,-193.854,-7.44426,172.282,-47.3196,-24.4074,134.878,48.6054,-22.8822
0.15,143.586,-44.9606,1101.61,141.5,-66.0286,934.995,128.323,-17.6867,427.803,122.411,-152.906,34.6805,86.8628,-193.515,-6.97958,171.988,-47.1644,-24.4977,134.807,48.8783,-23.0187
0.15833,143.834,-44.8693,1099.2,140.535,-69.2963,932.933,128.842,-13.2455,426.77,121.588,-151.978,34.8418,86.4845,-193.053,-6.47736,171.878,-46.9057,-24.3773,134.75,49.2584,-23.1162
0.16666,144.219,-44.7026,1096.36,139.852,-72.462,930.678,130.003,-8.56554,425.775,121.312,-151.523,35.5477,86.0095,-192.581,-5.81503,171.725,-46.6515,-24.1119,134.696,49.6901,-23.165
0.175,144.551,-44.669,1093.07,139.22,-75.5658,927.978,131.03,-3.85237,424.585,120.835,-150.846,36.0336,85.5773,-192.162,-5.22131,171.342,-46.3666,-23.7451,134.541,50.1791,-23.0749
0.18333,144.803,-44.7279,1089.14,138.502,-78.8664,924.771,132.421,0.931263,423.39,120.273,-150.067,36.4726,85.0229,-191.608,-4.56411,170.894,-46.0045,-23.5583,134.47,50.542,-23.1796
0.19166,145.03,-44.7531,1084.55,137.676,-82.3253,920.987,132.931,5.34308,422.06,119.708,-149.289,36.9169,84.5248,-191.215,-3.96746,170.542,-45.7497,-23.2489,134.535,50.8732,-23.0331
0.2,145.081,-44.9574,1079.14,136.784,-85.6729,916.617,134.173,9.93341,420.585,119.242,-148.584,37.2426,84.0431,-190.687,-3.40748,170.379,-45.5712,-22.8506,134.758,50.915,-23.0683
0.20833,145.126,-45.1476,1072.87,135.739,-89.1768,911.706,135.543,14.5243,419.066,118.827,-147.865,37.4957,83.6778,-190.35,-2.89488,170.34,-45.514,-22.4872,134.84,51.1222,-22.8811
0.21666,144.766,-45.5791,1065.68,134.995,-93.7905,905.786,136.698,18.7581,417.314,119.365,-146.842,38.2044,83.3776,-190.03,-2.45726,170.228,-45.3958,-22.5495,134.835,51.295,-22.9117
0.225,144.52,-45.8572,1057.58,133.981,-96.9015,899.804,138.121,23.8255,415.721,118.345,-146.609,37.922,83.2178,-189.771,-2.0842,169.989,-45.1617,-22.7601,134.788,51.5184,-22.8598
0.23333,144.642,-46.1124,1048.85,133.01,-100.399,893.044,139.361,28.4207,413.95,117.488,-146.262,38.117,83.1058,-189.483,-1.77777,169.919,-44.9564,-22.7636,134.737,51.7707,-22.8116
0.24166,145.192,-45.7451,1039.51,131.934,-103.981,885.446,141.013,33.3191,411.604,117.95,-145.582,37.8476,83.3137,-189.397,-1.72329,169.762,-44.7162,-22.4982,134.684,51.9759,-22.6042
0.25,145.132,-45.7948,1029.1,130.6,-107.808,877.446,142.009,38.0809,409.459,118.089,-145.246,37.3474,83.1355,-189.254,-1.95515,169.63,-44.4952,-22.2211,134.612,52.0265,-22.6592
0.25833,145.021,-45.8719,1017.9,129.592,-111.679,868.609,143.838,42.1311,406.92,117.993,-144.759,36.8051,83.2695,-189.353,-2.27195,169.669,-44.507,-22.045,134.63,52.0355,-22.3939
0.26666,144.246,-46.8416,1005.85,128.425,-115.463,859.118,145.492,46.369,404.052,117.81,-144.684,35.9867,83.285,-189.724,-2.69222,169.917,-44.8654,-22.1146,134.802,51.459,-22.2886
0.275,144.714,-46.3265,992.969,127.583,-119.271,849.321,147.087,50.1816,401.306,117.533,-144.98,35.4056,83.0385,-190.281,-3.08323,170.094,-45.5548,-21.8166,134.879,50.9403,-21.9982
0.28333,144.668,-46.2484,979.556,126.634,-123.114,838.952,148.528,54.0283,398.476,117.32,-145.178,34.9352,82.7487,-190.576,-3.29125,169.925,-46.2436,-21.4316,134.928,50.2869,-21.9569
0.29166,144.249,-46.578,965.315,126.027,-126.841,828.143,150.071,57.9544,395.411,116.762,-144.805,34.5735,82.418,-190.592,-3.31616,169.696,-46.6835,-21.2291,134.982,50.066,-21.9584
0.3,143.751,-46.9715,950.49,125.153,-130.848,817.127,151.247,61.7561,392.532,116.023,-143.925,34.0955,81.9147,-190.337,-3.17013,169.618,-46.6901,-21.0484,135.007,50.2007,-22.0276
0.30833,143.021,-47.5225,935.067,124.289,-134.782,806.382,152.562,65.8016,389.65,115.852,-143.575,34.1052,81.4572,-190.163,-3.09211,169.394,-46.5662,-20.6265,135.058,50.6136,-21.9882
0.31666,142.171,-48.094,919.198,124.795,-137.973,794.819,153.521,69.8162,387.061,115.55,-143.229,34.0457,81.0583,-190.019,-2.96694,169.218,-46.5758,-20.3964,135.143,50.6674,-22.0866
0.325,141.343,-48.8248,902.761,125.02,-141.428,783.417,154.498,73.9146,384.878,115.228,-143.024,33.9317,80.7115,-190.056,-2.98369,169.104,-46.6833,-20.2717,135.333,50.6814,-22.0284
0.33333,140.394,-49.178,885.942,125.204,-144.614,772.127,154.794,77.7051,381.988,114.823,-142.86,33.6404,80.3719,-190.086,-2.93511,168.975,-46.8733,-20.2932,135.396,50.4515,-22.1483
0.34166,139.883,-50.2166,869.183,125.37,-147.071,760.921,155.411,81.5976,379.206,114.396,-142.643,33.4444,80.0131,-190.154,-2.9282,168.81,-47.0509,-20.2129,135.406,50.3258,-22.0504
0.35,139.487,-50.7907,851.983,125.309,-150.101,750.417,154.536,85.1465,376.814,113.935,-142.271,33.3761,79.618,-190.081,-2.81376,168.568,-47.1057,-20.2312,135.352,50.2904,-22.1845
0.35833,138.636,-51.3373,835.088,125.52,-152.453,739.823,154.297,88.545,373.684,114.205,-141.536,33.6798,79.1725,-189.983,-2.68292,168.247,-47.0326,-20.1496,135.309,50.4114,-22.2438
0.36666,138.181,-52.0747,818.3,125.027,-154.044,729.718,153.835,93.2664,371.522,112.993,-141.531,33.261,78.7738,-189.921,-2.54005,167.887,-47.0195,-19.9561,135.252,50.5137,-22.2151
0.375,137.22,-52.6143,801.709,123.916,-155.597,719.756,153.515,97.3697,369.043,111.87,-141.477,33.2366,78.3772,-189.892,-2.44689,167.538,-47.0329,-19.7862,135.163,50.674,-22.1832
0.38333,136.66,-53.4428,785.951,123.362,-156.841,710.038,153.492,101.739,366.094,112.01,-141.009,33.115,78.1525,-189.814,-2.19882,167.115,-47.0232,-19.8626,135.056,50.7418,-22.3548
0.39166,136.089,-54.2598,771.228,123.249,-157.821,700.696,152.518,106.139,363.952,111.911,-140.82,32.9708,77.8027,-189.813,-2.16621,166.949,-46.8899,-19.9652,135.074,50.9706,-22.2718
0.4,135.628,-55,757.713,123.429,-158.716,691.524,153.192,109.48,360.941,111.694,-140.359,33.0028,77.6438,-189.644,-1.90973,166.863,-46.8063,-20.1183,135.083,50.985,-22.4455
0.40833,133.47,-57.7878,745.318,123.977,-159.437,683.04,153.017,113.168,358.135,111.375,-140.006,32.9504,77.5493,-189.673,-1.80572,166.74,-46.7684,-20.1282,135.08,51.102,-22.4113
0.41666,133.855,-56.5929,734.666,123.697,-159.795,674.992,153.027,116.485,355.94,111.099,-139.764,32.9775,77.3478,-189.685,-1.60187,166.61,-46.8537,-20.2249,135.087,51.0581,-22.5365
0.425,133.24,-55.9238,724.791,123.304,-159.669,667.69,153.175,120.105,353.33,110.981,-139.605,32.8452,77.1578,-189.653,-1.38235,166.531,-46.8509,-20.2762,135.118,51.0744,-22.5373
0.43333,133.038,-54.3799,716.273,123.577,-159.021,661.094,153.05,123.465,350.766,110.645,-139.256,32.912,76.9707,-189.642,-1.11002,166.386,-46.8888,-20.3895,135.167,51.1568,-22.5778
0.44166,133.38,-52.3127,709.183,123.302,-158.271,654.798,153.291,126.745,348.112,110.211,-138.719,32.724,76.828,-189.595,-0.876963,166.401,-46.8332,-20.439,135.222,51.4086,-22.6161
0.45,133.939,-49.801,703.239,123.552,-157.098,649.362,153.368,129.878,345.677,110.403,-138.702,32.9467,76.7542,-189.504,-0.563443,166.449,-46.8084,-20.6805,135.31,51.4615,-22.8278
0.45833,134.235,-46.8568,698.177,124.471,-155.522,644.526,153.105,132.815,343.56,110.468,-138.51,33.0802,76.7885,-189.526,-0.372767,166.5,-46.8031,-20.7796,135.371,51.6602,-22.8975
0.46666,134.374,-44.1553,693.834,124.416,-154.175,640.236,153.601,135.915,341.331,110.45,-138.266,33.0636,76.7321,-189.477,0.0181794,166.626,-46.7724,-21.0265,135.385,51.7268,-23.0763
0.475,134.707,-41.5941,690.209,125.18,-151.056,637.654,153.675,138.779,339.035,110.386,-137.972,33.1255,76.7262,-189.476,0.321567,166.85,-46.8212,-21.1394,135.633,51.8866,-23.0262
0.48333,134.982,-38.9155,687.382,126.038,-147.709,635.346,154.521,141.896,336.576,110.282,-137.664,33.3224,76.6601,-189.446,0.697613,166.976,-46.748,-21.3036,135.714,51.8687,-23.1598
0.49166,135.264,-35.9069,685.729,125.754,-145.17,633.979,153.424,144.536,334.652,110.186,-137.418,33.5201,76.581,-189.351,1.15925,166.971,-46.8098,-21.3227,135.817,51.918,-23.3265
0.5,135.275,-32.8126,684.993,126.942,-141.92,633.686,152.485,146.895,332.539,110.79,-136.78,34.2538,76.5281,-189.291,1.6396,167.016,-46.8084,-21.3197,135.919,51.9715,-23.4314
0.50833,135.511,-29.5028,685.729,127.419,-138.509,634.051,151.934,149.983,330.875,110.008,-136.848,34.2178,76.4444,-189.191,2.0625,167.011,-46.8005,-21.1824,136.004,52.0475,-23.3747
0.51666,136.153,-25.9262,687.853,127.776,-134.903,635.267,151.045,151.998,329.723,109.3,-136.746,34.7072,76.2805,-189.065,2.70504,167.048,-46.7466,-21.1129,136.113,52.0751,-23.5448
0.525,136.82,-22.1916,691.101,128.913,-131.024,637.481,149.781,154.592,328.156,109.509,-136.381,35.1719,76.3193,-189.128,3.49051,166.857,-46.8368,-20.8904,136.174,51.8754,-23.385
0.53333,137.334,-18.364,695.493,129.228,-126.98,640.559,148.135,157.011,326.983,109.653,-136.47,35.5527,76.4291,-189.122,4.01658,166.815,-47.1002,-20.8033,136.262,51.4377,-23.4777
0.54166,137.971,-14.3285,700.955,130.388,-122.511,644.339,146.951,158.351,325.338,109.771,-136.075,36.0216,76.8111,-189.049,4.89914,167.031,-47.1466,-20.6667,136.325,51.361,-23.3856
0.55,138.635,-9.91416,707.369,132.451,-117.661,649.444,144.392,160.221,324.182,109.982,-135.783,36.9547,77.3454,-189.016,5.87684,167.225,-47.0443,-20.7055,136.462,51.0501,-23.4363
0.55833,139.242,-5.12028,714.755,133.068,-112.56,655.152,142.23,161.988,323.911,110.357,-135.415,37.9806,77.9856,-188.963,7.12198,167.443,-46.8572,-20.4981,136.399,50.9388,-23.4932
0.56666,139.601,-0.0730157,723.037,133.974,-107.059,661.794,139.597,163.783,324.113,111.058,-135.03,39.2521,78.7543,-188.823,8.67009,167.745,-46.5675,-20.1571,136.36,50.9133,-23.4879
0.575,139.781,4.93902,732.15,134.773,-101.345,669.155,137.151,165.587,324.502,111.601,-134.363,40.757,79.8466,-188.702,10.3426,168.012,-46.0775,-19.7688,136.319,51.0116,-23.3898
0.58333,140.226,10.0371,742.217,135.47,-95.2647,677.291,134.608,167.326,325.448,112.233,-133.422,42.1775,81.0633,-188.377,12.288,168.457,-45.3321,-19.4352,136.287,50.9881,-23.5037
0.59166,141.234,15.7795,753.164,136.316,-88.9529,686.04,131.953,169.025,326.916,113.418,-132.7,44.0571,82.3325,-187.953,14.2442,168.704,-44.6404,-19.0443,136.207,51.09,-23.4576
0.6,142.504,21.906,765.127,137.1,-82.1404,695.107,130.748,170.911,328.41,114.319,-131.702,45.7722,83.6093,-187.48,16.3296,169.018,-43.9952,-18.6054,136.209,51.0442,-23.6493
0.60833,143.348,28.5054,777.845,138.199,-75.4933,704.683,130.107,172.66,330.821,114.964,-130.639,47.3632,84.5574,-186.801,18.3427,169.623,-43.8061,-18.1853,136.239,51.2489,-23.5777
0.61666,144.026,35.9438,791.294,139.085,-68.2235,714.991,127.127,173.114,333.038,115.48,-129.585,48.9847,85.463,-186.208,20.3369,170.3,-44.0499,-18.2788,136.226,51.2122,-23.723
0.625,144.959,43.3708,806.06,139.959,-60.972,725.588,124.989,173.318,335.392,116.043,-128.633,50.4307,86.1809,-185.589,22.2836,170.422,-44.0261,-18.5829,136.305,51.3011,-23.747
0.63333,145.776,50.9925,821.523,141.249,-53.0224,736.608,124.901,173.589,338.415,116.684,-127.772,51.9944,86.8722,-184.93,24.352,170.542,-43.4605,-18.4395,136.316,51.2959,-23.7541
0.64166,146.011,58.9087,838.165,143.074,-44.6758,748.223,124.658,173.016,341.417,118.02,-126.663,53.9367,87.4492,-184.143,26.3575,170.784,-43.1129,-17.6609,136.356,51.4065,-23.694
0.65,146.888,66.7983,855.717,144.644,-36.2847,760.345,124.613,172.372,345.228,118.21,-126.006,55.3637,88.0185,-183.344,28.5822,171.037,-42.9394,-17.217,136.352,51.3254,-23.8083
0.65833,147.233,75.376,873.717,145.742,-27.2259,772.992,124.99,170.878,349.666,118.437,-125.25,57.1829,88.5208,-182.505,30.6566,171.47,-42.7403,-17.0615,136.446,51.4333,-23.8035
0.66666,147.892,84.1515,892.789,147.12,-17.9104,786.498,126.365,169.492,354.318,119.454,-124.191,58.8158,88.7611,-181.509,32.9,171.827,-42.6093,-17.2595,136.499,51.4171,-23.8478
0.675,148.629,93.5438,912.821,148.301,-7.75188,800.655,127.583,167.209,359.906,120.182,-123.366,60.4852,89.1264,-180.395,35.227,172.026,-42.5931,-17.2485,136.518,51.4496,-23.7814
0.68333,150.175,104.289,933.378,149.463,3.528,815.506,129.754,164.105,365.948,120.898,-122.327,62.5269,89.1501,-179.36,37.6709,172.32,-42.637,-17.4275,136.629,51.4051,-23.8498
0.69166,149.426,114.077,953.516,150.854,15.6019,831.075,132.363,160.305,372.676,121.875,-121.568,64.8189,89.295,-178.136,40.5382,172.596,-42.6545,-17.6594,136.752,51.2432,-23.8167
0.7,148.643,124.719,974.542,151.951,28.519,847.626,135,155.437,380.738,123.227,-120.497,67.444,89.8537,-176.428,44.0124,172.899,-42.6751,-17.9641,136.741,51.181,-23.7961
0.70833,149.383,136.916,998.31,153.209,42.2875,864.9,138.386,150.037,389.689,125.223,-119.424,70.6985,90.7469,-174.417,48.1734,173.211,-42.7182,-18.3145,136.695,51.0783,-23.7032
0.71666,150.597,148.422,1023.7,153.819,56.4706,882.835,141.691,143.518,400.285,127.469,-117.944,75.031,92.0233,-171.635,53.5842,173.565,-42.6564,-18.8001,136.713,50.7817,-23.6137
0.725,151.29,161.196,1049.98,155.261,72.3456,902.537,145.154,136.119,412.729,130.003,-115.761,80.3099,93.7754,-168,60.3663,174.399,-42.3581,-18.9934,136.722,50.2617,-23.4483
0.73333,151.951,173.235,1077.08,155.653,88.5207,923.447,149.676,128.221,426.995,134.19,-113.694,87.8884,96.1537,-163.363,69.421,175.417,-42.1445,-19.2122,137.078,48.8295,-23.2041
0.74166,152.807,184.915,1104.17,156.61,106.125,945.482,154.902,119.913,443.894,139.419,-110.574,97.8005,99.8039,-156.369,80.1124,177.644,-42.5672,-19.3954,137.465,46.9229,-22.8232
0.75,154.18,196.626,1131.7,157.2,124.786,969.158,159.765,111.055,464.241,146.33,-104.607,109.358,105.499,-148.208,93.7811,181.419,-42.4971,-19.9092,137.746,46.2682,-22.9636
0.75833,155.442,208.074,1158.99,157.41,142.138,992.582,165.568,102.712,488.093,154.956,-95.1372,122.159,112.216,-137.206,109.279,183.709,-40.7149,-18.8948,138.289,47.6786,-23.6346
0.76666,156.95,218.422,1185.99,158.247,159.781,1016.21,169.545,94.1879,514.284,165.029,-82.6632,136.885,120.042,-124.409,127.619,184.868,-38.1393,-13,143.4575,51.35225,-26.91175
0.775,158.658,228.235,1211.76,159.27,176.689,1039.81,172.148,86.1959,540.96,174.861,-68.5739,154.663,129.748,-112.555,147.885,187.459,-33.0828,1.25116,148.626,55.0259,-30.1889
0.78333,159.755,238.039,1236.9,159.956,192.112,1063.14,174.314,82.5142,568.065,182.532,-58.441,178.446,136.725,-104.82,168.251,196.227,-21.968,26.1515,153.7255,60.84505,-4.8721
0.79166,162.349,247.754,1261.05,159.21,205.168,1086.96,175.01,90.0452,591.994,184.202,-62.5845,193.774,140.947,-101.454,189.66,208.448,-10.8645,55.7471,158.825,66.6642,20.4447
0.8,163.421,255.504,1284.16,157.328,215.237,1110.24,177.47,113.0921,611.8075,187.412,-57.7642,230.629,143.724,-98.0681,214.706,221.66,-2.25514,87.1311,171.6985,62.89885,34.1924
0.80833,164.09,263.111,1305.81,154.182,219.935,1133.79,179.93,136.139,631.621,190.682,-55.0934,257.034,144.948,-96.9679,241.86,223.6470327,-6.840618635,115.5380566,184.572,59.1335,47.9401
0.81666,163.967,269.858,1325.67,152.115,222.088,1156.67,185.771,161.952,646.745,191.244,-55.0948,284.446,146.621,-96.878,270.906,225.6340655,-11.42609727,143.9450131,183.119,47.6072,91.5084
0.825,164.119,275.186,1343.65,149.057,222.726,1179.6,189.24,189.186,660.688,192.425,-54.0438,314.15,148.997,-96.5291,303.173,227.6234836,-16.01708068,172.3860717,203.997,40.7687,116.179
0.83333,167.08,281.072,1358.82,149.133,222.114,1201.16,193.81,217.39,674.814,193.191,-50.033,346.952,149.921,-94.9011,339.168,229.6105164,-20.60255932,200.7930283,205.807,39.6097,128.255
0.84166,167.421,279.936,1372.91,151.426,220.445,1219.94,200.424,244.533,690.019,194.463,-47.4039,384.502,151.222,-91.603,377.496,231.5975491,-25.18803795,229.1999849,203.619,33.7177,184.653
0.85,169.937,279.134,1384.89,155.933,217.611,1235.77,205.257,270.341,707.974,194.84,-42.3458,423.863,150.795,-86.477,418.644,233.5869673,-29.77902136,257.6410434,196.058,28.1305,220.812
0.85833,173.046,278.184,1395.75,161.208,214.794,1249.74,211.105,295.837,728.857,192.575,-32.0707,465.761,149.308,-78.1342,462.166,235.574,-34.3645,286.048,203.421,31.0863,263.032
0.86666,175.527,276.762,1406.24,165.232,211.808,1261.98,216.983,320.972,753.235,191.101,-20.0989,509.758,147.573,-67.225,506.627,239.259,-24.3548,377.335,210.462,37.1621,308.213
0.875,177.555,275.66,1415.98,167.596,209.003,1272.46,221.65,345.235,779.478,190.387,-7.04902,554.718,146.552,-56.1741,551.898,244.92,-8.33845,430.127,213.475,44.1676,322.785
0.88333,178.924,274.706,1424.33,169.389,206.239,1281.09,226.402,368.642,807.326,190.13,7.56919,599.882,146.752,-43.3964,596.637,246.805,4.22043,477.709,217.167,54.8271,368.065
0.89166,179.619,274.499,1430.95,171.486,203.566,1287.94,230.535,391.503,836.457,190.644,23.7446,644.82,147.111,-28.4472,641.187,245.401,17.9099,524.655,220.893,68.7874,413.876
0.9,179.844,275.003,1435.88,173.716,199.836,1293.03,233.994,414.25,867.442,191.646,41.3467,689.196,148.526,-12.8644,684.322,244.389,33.5186,569.887,224.667,85.7828,459.53
0.90833,179.918,277.269,1438.96,176.109,195.992,1297.66,236.124,436.623,900.117,193.031,59.8936,731.478,150.907,2.9279,725.114,248.168,56.4492,613.969,228.309,105.431,504.436
0.91666,180.213,280.87,1440.61,178.797,193.473,1301.52,237.51,457.468,934.297,194.324,78.7322,770.849,153.362,19.2278,763.218,251.783,81.9558,657.728,232.003,127.418,547.626
0.925,180.825,285.204,1440.17,181.169,191.921,1305.16,238.097,476.826,969.234,194.599,97.3007,806.215,155.152,36.1846,797.534,254.201,103.728,696.686,236.005,151.729,589.275
0.93333,180.628,289.855,1438.06,182.536,191.224,1308.71,237.066,494.112,1003.99,196.275,115.469,837.789,156.909,52.8296,827.75,259.301,131.543,734.35,236.562,174.409,626.128
0.94166,180.004,294.596,1435.15,183.507,191.422,1312.21,234.36,508.629,1038.3,196.255,132.601,864.69,158.396,69.1794,853.334,263.108,161.714,768.133,242.628,201.411,662.074
0.95,179.518,299.749,1431.86,184.709,192.493,1316.05,233.296,523.931,1070.46,196.777,149.494,886.423,158.946,85.5789,873.987,261.795,184.047,799.98,244.331,226.585,692.917
0.95833,179.676,304.86,1428.42,185.952,194.595,1321.02,230.469,536.925,1101,196.171,166.683,904.071,157.534,102.339,888.647,265.652,213.834,826.125,246.147,252.169,720.085
0.96666,179.317,309.566,1424.95,185.539,197.411,1328.43,225.951,546.246,1128.31,194.383,183.027,916.192,157.452,119.617,898.435,263.1713866,224.8601938,822.4027622,246.9,277.719,742.125
0.975,178.769,314.142,1421.51,184.631,201.142,1336.84,220.444,554.031,1151.18,191.901,200.44,922.65,155.748,137.848,901.988,260.6877952,235.8996244,818.676056,245.545,305.193,759.633
0.98333,178.34,318.498,1418.16,183.175,205.571,1345.03,214.789,559.849,1170.65,189.572,219.164,923.335,154.646,157.475,899.982,258.2071818,246.9258182,814.9538182,241.703,334.181,771.475
0.99166,177.806,322.124,1415.39,182.8648961,211.8625108,1346.048392,209.375,564.913,1186.95,187.943,239.164,918.474,154.117,178.72,893.204,255.7265684,257.952012,811.2315804,233.98,364.258,779.122
1,177.529,325.504,1413.06,182.5544199,218.1615744,1347.068007,201.82,569.818,1200.79,186.405,261.635,909.183,154.729,200.55,882.376,253.2429771,268.9914425,807.5048741,214.142,420.483,783.823
